Лига,вуз,Сайт,J,Jvikon,Jпаук
1,Иркутский государственный медицинский университет,http://mir.ismu.baikal.ru,1.0,0.997,1.0
1,МЕЖДУНАРОДНАЯ ПОЛИЦЕЙСКАЯ АКАДЕМИЯ ВПА,https://tiei.ru,1.0,0.997,1.0
1,Ростовский государственный медицинский университет,http://rostgmu.ru/,1.0,0.997,1.0
1,Самарский государственный социально-педагогический университет,https://www.pgsga.ru/,1.0,0.997,1.0
1,Саратовский государственный аграрный университет имени Н.И.Вавилова,http://www.sgau.ru,1.0,0.997,1.0
1,Северо-Кавказский государственный институт искусств,http://www.skgii.ru,1.0,0.997,1.0
1,Сочинский государственный университет,http://www.sutr.ru,1.0,0.997,1.0
1,Юго-Западный государственный университет,http://www.swsu.ru,1.0,0.997,1.0
1,Воронежский государственный университет инженерных технологий,http://www.vsuet.ru/,1.0,0.996,1.0
1,"Выксунский филиал Национального исследовательского технологического университета ""МИСиС""",http://vf.misis.ru/,1.0,0.996,1.0
1,Краснодарский государственный институт культуры,https://kgik1966.ru/,1.0,0.996,1.0
1,Международный славянский институт,http://www.slavinst.ru/,1.0,0.996,1.0
1,Мордовский государственный педагогический университет имени М.Е. Евсевьева,http://www.mordgpi.ru,1.0,0.996,1.0
1,Московский институт психоанализа,http://inpsycho.ru/,1.0,0.996,1.0
1,Самарский государственный университет путей сообщения,https://www.samgups.ru/,1.0,0.996,1.0
1,Санкт-Петербургский государственный химико-фармацевтический университет,https://spcpu.ru/,1.0,0.996,1.0
1,Чурапчинский государственный институт физической культуры и спорта,http://www.chgifkis.ru,1.0,0.996,1.0
1,Южно-Российский институт - филиал РАНХиГС,http://www.uriu.ranepa.ru/,1.0,0.996,1.0
1,Южно-Уральский государственный гуманитарно-педагогический университет,http://www.cspu.ru,1.0,0.996,1.0
1,Кировский государственный медицинский университет,http://www.kirovgma.ru,1.0,0.995,1.0
1,Клинский филиал Московского гуманитарно-экономического университета,http://www.klinmgei.ru,1.0,0.995,1.0
1,Московский архитектурный институт (государственная академия),https://marhi.ru,1.0,0.995,1.0
1,Орловский государственный аграрный университет имени Н.В.Парахина,http://www.orelsau.ru,1.0,0.995,1.0
1,Орский филиал Московского финансово-юридического университета МФЮА,https://orsk.mfua.ru/,1.0,0.995,1.0
1,«Российская Экономическая Школа» (институт),https://www.nes.ru/,1.0,0.994,1.0
1,"Калужский филиал ""Российского государственного аграрного университета - МСХА имени К.А. Тимирязева",http://kaluga.timacad.ru,1.0,0.994,1.0
1,Костанайский филиал Челябинского государственного университета,https://csukz.ru,1.0,0.994,1.0
1,Московский физико-технический институт (национальный исследовательский университет),http://www.mipt.ru,1.0,0.994,1.0
1,Новосибирский национальный исследовательский государственный университет,http://www.nsu.ru,1.0,0.994,1.0
1,Томский государственный университет систем управления и радиоэлектроники,https://tusur.ru,1.0,0.994,1.0
1,Уральский государственный педагогический университет,http://www.uspu.ru/,1.0,0.994,1.0
1,Уфимский институт путей сообщения,https://ufips.samgups.ru,1.0,0.994,1.0
1,Хабаровский государственный университет экономики и права,http://www.ael.ru/,1.0,0.994,1.0
1,Алтайский государственный университет,http://www.asu.ru/,1.0,0.993,1.0
1,Башкирский институт социальных технологий (филиал) Образовательного учреждения профсоюзов высшего образования «Академия труда и социальных отношений»,https://ufabist.ru,1.0,0.993,1.0
1,Кубанский государственный медицинский университет,http://www.ksma.ru,1.0,0.993,1.0
1,Майкопский государственный технологический университет,http://www.mkgtu.ru,1.0,0.993,1.0
1,Восточно-Европейский Институт психоанализа,http://www.eeip.ru,1.0,0.992,1.0
1,Орловский государственный институт культуры,http://www.ogiik.orel.ru,1.0,0.992,1.0
1,"Самарский филиал ФГБОУ ВО ""Волжский государственный университет водного транспорта""",http://samara.vsuwt.ru/,1.0,0.992,1.0
1,Чеченский государственный университет,http://chesu.ru/,1.0,0.991,1.0
1,Астраханский государственный медицинский университет,http://astgmu.ru/,1.0,0.99,1.0
1,Рязанский институт (филиал) Московского политехнического университета,http://www.rimsou.ru,1.0,0.99,1.0
1,Смоленский филиал РЭУ им. Г.В. Плеханова,http://smolensk.rea.ru,1.0,0.99,1.0
1,Армавирский гуманитарно-социальный институт,http://agsi.ru,1.0,0.989,1.0
1,Грозненский государственный нефтяной технический университет имени академика М.Д. Миллионщикова,http://gstou.ru/,1.0,0.989,1.0
1,Снежинский физико-технический институт Национального исследовательского ядерного университета «МИФИ»,http://www.sphti.ru,1.0,0.988,1.0
1,Уральский филиал Российский государственный университет правосудия,http://ub.rgup.ru,1.0,0.987,1.0
1,"Миасский филиал ФГБОУ ВПО ""ЧелГУ""",http://miass.csu.ru,1.0,0.987,1.0
1,Пензенская духовная семинария Пензенской Епархии Русской Православной Церкви,https://seminariapenza.ru,1.0,0.987,1.0
1,Вятский социально-экономический институт,http://www.vsei.ru,1.0,0.986,1.0
1,Санкт-Петербургский государственный архитектурно-строительный университет,http://www.spbgasu.ru,1.0,0.985,1.0
1,Глазовский государственный педагогический институт имени В.Г. Короленко,http://www.ggpi.org,1.0,0.984,1.0
1,Армавирский социально-психологический институт,http://www.aspiarm.ru,1.0,0.983,1.0
1,Московский информационно-технологический университет - Московский архитектурно-строительный институт,http://mitu-masi.ru,1.0,0.983,1.0
1,Институт экономики и культуры,http://www.ieac.ru,1.0,0.982,1.0
1,Кубанский институт социоэкономики и права (филиал) Академии труда и социальных отношений,http://www.kubisep.ru,1.0,0.982,1.0
1,Николо-Угрешская Духовная семинария Русской Православной Церкви,http://www.nupds.ru/,1.0,0.982,1.0
1,Университет экономики и управления,http://ueu.crimea.ru,1.0,0.982,1.0
1,Калининградский филиал Московского финансово-юридического университета МФЮА,http://kg.mfua.ru,1.0,0.98,1.0
1,Ярославский филиал Академии труда и социальных отношений,http://yaratiso.ru,1.0,0.98,1.0
1,Европейский университет в Санкт-Петербурге,https://eu.spb.ru,1.0,0.979,1.0
1,Мичуринский государственный аграрный университет,http://www.mgau.ru/,1.0,0.977,1.0
1,"Тамбовский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Мичуринский государственный аграрный университет""",http://www.mgau.ru,1.0,0.977,1.0
1,Социально-педагогический институт,http://spi-vuz.ru,1.0,0.976,1.0
1,Алтайский государственный педагогический университет,http://www.altspu.ru,1.0,0.974,1.0
1,Православный Свято-Тихоновский Гуманитарный Университет,http://pstgu.ru,1.0,0.973,1.0
1,Тверской государственный медицинский университет,https://tvgmu.ru,1.0,0.973,1.0
1,Чеченский государственный педагогический университет,http://chspu.ru,1.0,0.972,1.0
1,Национальный исследовательский Томский политехнический университет,http://www.tpu.ru,1.0,0.971,1.0
1,Ступинский филиал Московского финансово-юридического университета МФЮА,http://st.mfua.ru,1.0,0.971,1.0
1,Армавирский лингвистический социальный институт,http://alsivuz.ru,1.0,0.969,1.0
1,Духовная Академия «Благодать» христиан веры евангельской,http://www.mdab.ru,1.0,0.969,1.0
1,КАЗАНСКАЯ ПРАВОСЛАВНАЯ ДУХОВНАЯ СЕМИНАРИЯ КАЗАНСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ,http://kazpds.ru/,1.0,0.969,1.0
1,"Пензенский казачий институт технологий (филиал) ФГБОУ ВО ""МГУТУ им. К.Г. Разумовского (ПКУ)"" в г. Пензе",http://mgutupenza.ru/,1.0,0.955,1.0
1,"Ачинский филиал ФГБОУ ВО ""Красноярский государственный аграрный университет""",http://afkras.ru,1.0,0.949,1.0
1,Дальневосточная пожарно-спасательная академия - филиал Санкт-Петербургского университета ГПС МЧС России,http://dv.igps.ru/,1.0,0.949,1.0
1,"Филиал ""Самарского государственного университета путей сообщения"" в г. Нижнем Новгороде",http://nn.samgups.ru,1.0,0.948,1.0
1,Политехнический институт (филиал) ДГТУ в г.Таганроге,http://tpi.donstu.ru,1.0,0.94,1.0
1,Горский государственный аграрный университет,http://www.gorskigau.com,1.0,0.935,1.0
1,Московский финансово-промышленный университет «Синергия»,http://synergy.ru,1.0,0.928,1.0
1,"Филиал Национального исследовательского университета ""МЭИ"" в г.Смоленске",http://www.sbmpei.ru,1.0,0.927,1.0
1,"Филиал ФГБОУ ВПО ""Глазовский государственный педагогический институт им.В.Г.Короленко"" в г.Ижевске",http://fggpi.org.ru/,1.0,0.923,1.0
1,Казанский государственный энергетический университет,http://www.kgeu.ru,1.0,0.9,1.0
1,Кузбасская православная духовная семинария Кемеровской Епархии Русской Православной Церкви (Московский Патриархат),http://seminaria.info/,1.0,0.81,1.0
1,Кумертауский институт экономики и права,http://www.kiep.ucoz.ru,1.0,0.761,1.0
1,Ивановский филиал РЭУ им. Г.В. Плеханова,https://ivanovo.rea.ru/,1.0,0.652,1.0
2,Невинномысский государственный гуманитарно-технический институт,http://нггти.рф,0.999,0.999,0.996
2,Волгоградский государственный медицинский университет,https://www.volgmed.ru,0.997,0.997,0.996
2,Нижегородский государственный педагогический университет имени Козьмы Минина,http://www.mininuniver.ru,0.997,0.997,0.993
2,Ижевская государственная медицинская академия,http://www.igma.ru/,0.996,0.996,0.996
2,"Курский институт менеджмента, экономики и бизнеса",https://mebik.ru/,0.996,0.994,0.996
2,"Куйбышевский филиал федерального государственного бюджетного образовательного учреждения высшего образования ""Новосибирский государственный педагогический университет""",https://kf.nspu.ru/,0.996,0.993,0.996
2,"Филиал ""Санкт- Петербургского института внешнеэкономических связей, экономики и права"" в г. Калининграде",http://ivesep-39.ru,0.996,0.983,0.996
2,"Березниковский филиал ""Пермского национального исследовательского политехнического университета""",http://bf.pstu.ac.ru,0.996,0.969,0.996
2,Алтайский государственный аграрный университет,http://www.asau.ru/ru/,0.996,0.942,0.996
2,Лесосибирский педагогический институт - филиал Сибирского федерального университета,http://lpi.sfu-kras.ru,0.996,0.911,0.996
2,Кемеровский институт (филиал) РЭУ им. Г.В. Плеханова,http://kemerovo.rea.ru/,0.996,0.884,0.996
2,Российская академия адвокатуры и нотариата,http://www.raa.ru,0.995,0.995,0.979
2,Уральский государственный юридический университет,http://www.usla.ru,0.994,0.994,0.993
2,Таганрогский институт управления и экономики,http://www.tmei.ru/,0.993,0.965,0.993
2,Институт театрального искусства им П.М.Ершова,http://www.artershov.ru/,0.993,0.923,0.993
2,Армавирский государственный педагогический университет,http://www.agpu.net,0.993,0.921,0.993
2,Пермский институт (филиал) РЭУ им. Г.В. Плеханова,https://perm.rea.ru/,0.993,0.91,0.993
2,Институт Дружбы народов Кавказа,http://www.idnk.ru,0.989,0.917,0.989
2,Читинская государственная медицинская академия,http://chitgma.ru/,0.989,0.889,0.989
2,Арктический государственный институт культуры и искусств,http://agiki.ru,0.988,0.988,0.976
2,Сургутский государственный университет,http://www.surgu.ru/,0.986,0.986,0.955
2,Волгоградский филиал РЭУ им. Г.В. Плеханова,https://volgograd.rea.ru/,0.986,0.94,0.986
2,Тольяттинская консерватория,http://iskusstv.ru/,0.986,0.939,0.986
2,Открытый гуманитарно-экономический университет,https://ogeu.ru/,0.985,0.985,0.982
